jıfa	mibykla	$x1=k1$ comes to me from $x2=k3$ via route $x3=k4$ by means $x4=k5$
jıpoq	mibypre	$m_1=p_1$ is me.
goıtoetua	micka'agau	$m_1=g_1$ uses surgical implement $k_1$ to operate on organ(s) $k_2$ of patient $m_2$, as a treatment for ailment $m_3$.
goıtoekua	micka'aku'a	$k_1$ is an operating theatre in which to perform surgery $m_4$.
goıjuo	micnoi	$n_1$ is a doctor's note prescribing treatment/drug $m_4$ to $m_2$ for ailment $m_3$
goıraq	micra'a	$x_1$ is related to medical treatment/science/practice, or is medicinal, or is medical, or is related to healthcare, or is related to the practice/occupation of medicine or being a medical practitioner (doctor, nurse, midwife, pharmacist, technician, etc.; also: psychologists, psychiatrists, physical therapists, physicians, veterinarians, hospital administrators, vel sim.), or pertains to hospitals or caregiving, concerning general class of subjects/patients $x_2$ or ailment/body-part $x_3$ or form of treatment/care $x_4$.
goıkero	micynimre	$x_1$ is a citron (Citrus medica) of type $x_2$
goıseao	micyxu'i	$x_1$ is an instance/dose/quantity of medication/medicine/drug $x_2$ for treating ailment $m_3$.
suejuo	midnoi	$n_1$ is an instruction for $n_2=m_3$ (event/state) to occur, issued by $n_3=m_1$ for intended recipient $n_4=m_2$.
suetoa	midvla	$v_1$ is a command word/keyword ordering $v_2=m_3$ (event/state) in language $v_3$.
chudoetoa	mijma'o	$x_1$ (text) is a particle connecting two parts of a construct and belonging to word class $x_2$
umısekuq	miksnidu	$x_1$ is $x_2$ microseconds in duration.
umıchaq	mikydje	$d1$ is $d2$ full microdays (millionth of a day unit) in duration (default is 1 microday) by standard $d3$
umıgaram	mikygra	$g_1$ is $g_2$ micrograms in mass (default is 1) by standard $g_3$.
mılıchaq	mildje	$d1$ is $d2$ full milidays (thousandth of a day unit) in duration (default is 1 miliday) by standard $d3$; d1 is a metric minute.
mılıgaram	milgra	$g_1$ is $g_2$ milligrams in mass by standard $g_3$
mılısekuq	milsnidu	$x_1$ is $x_2$ milliseconds in duration.
mılımeta	miltre	$mit_1=mil_1$ is $mit_2=mil_1$ (one by default) millimeter(s) in length measured in direction $mit_3$ by standard $mit_4$.
mılımetametarıesueq	miltretrebinbo'a	$b_1$ is a microwave (wave with wave-length between 1mm and 1m) in medium $b_2$, wave-form $b_3$,  wave length $b_4$, frequency $b_5$
mılımeta	miltymitre	$mit_1=mil_1$ is $mit_2=mil_1$ (one by default) millimeter(s) in length
meachue	mimpoi	$x_1$ is a sequence of members $x_2$, $x_3$, $x_4$, ... in that order.
shuıkaqsı	mipcta	$c_1=m_1=m_2$ peeks at $c_2=m_3$ from $m_4$
shuırıaq	mipstu	$s_1$ (place) hides $m_2=s_2$ from $m_3$ by method $m_4$; $s_1$ is a hiding place.
shuıhuochuo	miptinytci	$tu_1=m_2$ is a bug used by $ti_1=m_1$ to listen to $ti_2$ without $mi_3$ being aware.
shuıtıdo	mipypu'i	$x_1=p_1=m_1$ hides/conceals $x_2=p_2$ from $x_4=m_3$ on/at surface/locus $x_3=p_3=m_1$, the location being kept secret by method $x_5=m_4$.
nuoqcaı	mircai	$x_1$ glitters/sparkles/glares, reflecting $x_2$ to observer $x_3$.
nuoqchuoq	mirjanli	$j_1=m_2=m_4$ bounces off $j_2=m_1$ to point $m_3$.
nuoqloma	mirpi'e	$x_1$ bounces on $x_2$
nuoqsıo	mirsi'o	$s_1=m_4$ is a notion of $s_2=m_2$ to cognizer $s_3=m_3$.
jeqsejeseaqpoq	mitcinglepre	$p_1$ is a non-heterosexual/queer/MOTSS.
jeqsejemaı	mitcinpa'i	$x_1$ is homosexual/gay/lesbian;.
jeqsejemaıpoq	mitcinpampre	$p_1$ is a non-heterosexual/queer/MOTSS.
jeqseje	mitcinse	$c_1$ is homosexual/bisexual in situation $c_2$ by standard $c_4$.
jeqchuapoq	mitcmepre	$x_{1}$ (person) is a/the namesake of $x_{2}$ (person).
jeqnuq'o	mitfa'e	$m_1=f_1$ is palindromic by standard $m_3$.
jeqgaı	mitfa'i	$x_1$ discovers that $x_2$ is identical to $x_3$ by standard $x_4$; x1 discovers $x_2$'s identity
jeqdu	mitmlu	$s_1=m_1$ seems to be the same as $m_2$ by standard $m_3$ to observer $s_3$ under conditions $s_4$.
jeqguoteı	mitmo'a	$mo_1=mi_1$ follows the same pattern as $mi_2$ with respect to forms/events $mo_2$ arranged according to structure $mo_3$.
jeqmaıseje	mitpamcinse	$c_1$ in activity/state $c_2$ exhibits a homoromantic/biromantic orientation by standard $c_4$.
jeqshısejeseaqpoq	mitpavycinglepre	$pr_1$ is (a) homosexual.
jeqshısejemaıpoq	mitpavycinpampre	$pr_1$ is (a) homosexual.
jeqmıutoa	mitsmuvla	$v_1=m_1$ is a synonym of $m_2$ by standard $m_3$ in language $v_3$.
jeqlaqtoa	mitsnavla	$x_1$ is a homophone to $x_2$, and means $x_3$ in language $x_4$
jeqdıeqcheo	mitybe'isi'u	$s_1$ (set) mutually synchronize $b_2$ via transmission means/medium $b_5$
jeqjoaı	mitysisku	$x_1$ seeks/searches/looks for something that has the same identity as $x_2$ among $x_3$
mıetua	mivgau	$g_1$ reincarnates/resurrects $j_1$ by standard $j_2$.
mıeroıkea	mivjoimi'i	$x_1$ is a cyborg/cybernetic organism. $x_1$ has organic part(s) $x_2$ and biomechatronic/cybernetic part(s) $x_3$.
mıemuoq	mivmro	$m1$ is alive after being dead/ceasing to be alive; m1 is a zombie.
mıejıaq	mivmu'e	$m_1$ is nature/the world of living things $m_2=j_1$, defined by rules $m_3$.
mıebushaı	mivnalsti	$j_1=s_2$ is immortal by standard $j_2$. 
mıecase	mivru'e	$p_1$ is the life of $j_1$ through stages $p_4$.
mıetoaıgoeq	mivyslebi'u	$b_1$ is a cell wall separating cell $j_1=s_1=b_2$ from extracellular environment $b_3$.
mıetoaıtuaı	mivyslerango	$r_1$ is an organelle of $r_2=s_1=j_1$ performing function $r_3$.
mıetoaıhuoı	mivyslerebla	$r_1$ is/are (a) flagellum/flagella [organelle] of cell $j_1=s_1$.
mıeseao	mivyxu'i	$xu_1$ is an instance of chemical substance $xu_2$ derived from biological source $j_1$.
lıacıe	mlafi'e	$f_1$ is a flatfish of family/genus/species $f_2$, swimming with side $m_1$ upward.
lıafa	mlakla	$x_1=k_1=m_4$ dodges/sidesteps/skirts $x_2=m_2$ from $x_3=k_3$ by route $x_4=k_4$ by means of transportation $x_5=k_5$.
lıarıaı	mlasra	$x_1=s_1$ is the outrigger for supporting vehicles/canoes/boats/ships $x_2=s_2$ against force $x_3=s_3$
desuoı	mleba'i	$m_1=b_1$ is splendid/glorious/magnificent to $m_2$ in aspect $m_3$ (ka) by aesthetic standard $m_4$, and by greatness standard $b_4$.
dehıoq	mlejgi	$j_1$ is vain.
dehuaq	mlemau	$z_1=m_1$ is more beautiful than $z_2$ to $m_2$ in aspect $m_3$ (ka) by amount $z_4$.
dekuoı	mleme'a	$ml_1=me_1$ is less beautiful than $ml_2$ to $me_2$ in aspect $me_3$ (ka) by amount $ml_4$.
desoq	mlerai	$m_1=t_1$ is most beautiful among set/range $t_3$ to $m_2$ in aspect $m_3$ (ka) by aesthetic standard $m_4$.
depoıba	mlesrasu	$x_1$ is a blade/expanse of agave (genus Agave) of species/strain $x_2$.
tuaochoa	mliba'u	$x_1=m_1=b_1$ whispers/mumbles/murmurs/coos utterance $x_2=b_2$; $x_1=m_1=b_1$ speaks softly.
tuao'ırue	mlibi'e	$b_1=m_1$ is breeze/zephyr from direction $b_2$ with speed $b_3$.
tuaosao	mlibra	$b_1=m_1$ is somewhat big in dimension $b_2$ by standard $b_3$.
tuaofeıchoa	mlifegba'u	$m_1=f_1=b_1$ grumbles with sound $b_2$ at $f_2$ because of $f_3$ (action/state/property).
tuaoloq	mligla	$g_1=m_1$ is warm by standard $g_2$.
tuaoteınoapoaı	mlijarso'a	$x_1=s_1=j_1$ is a soft-boiled egg of/from organism $x_2=s_2$.
tuaohıaı	mlimi'a	$c_1=m_1$ titters/chuckles/giggles.
tuaoca	mliri'a	$r_1$ (event/state) mildens/allays/alleviates effect $r_2$ (event/state) under conditions $r_3$.
durubu'ıq	mlujvenarkai	$c_1=s_1$ seems to have property/properties $c_2=s_2$ to observer $s_3$ under conditions $s_4$ but it actually does not have that property / these properties.
moaqbuaq	mo'ifli	$x_1$ fails to remember $x_2$ ; $x_1$ is unable to remember $x_2$
moafaq	mocfau	$x_1$ is a point-event
kodaocoe	moirtcita	$x_1$ is a tag of $x_2$ showing that $x_2$ is $x_3$-th in set $x_4$ by ordering $x_5$
moaqtua	mojgau	$g_1$ reminds $m_1$ of facts $m_2$ about $m_3$.
moaqtuajuo	mojgaunoi	$x_1=n_1$ is a message reminding facts $x_2=m_2$ about $x_3=m_3=n_2$ from author $x_4=n_3=g_1$ to intended audience $x_5=n_4=m_1$.
moaqhuaq	mojmau	$z_1$ has a better memory than $z_2$ with regards to facts $m_2$ about subject $m_3$ by amount/excess $z_4$.
moaqbudeq	mojnalka'e	$k_1$ is unable to/incapable of remembering $k_2$ under conditions $k_3$. $k_1$ has amnesia/memory loss.
moaqtuaı	mojrango	$r_1$ is the memory faculty of body/species $r_2$.
moaqkuıcabuaq	mojrinfli	$x_1$ (agent) forgets to do $x_2$ (ka); $x_1$ fails to do $x_2$ due to forgetting
moaqkao	mojvei	$x_1=v_1$ is a note containing/recording facts/thoughts/ideas $x_2=m_2=v_2$ (du'u) about subject $x_3=m_3=v_3$ in/on journal/notebook/note $x_4=v_4$ from author $x_5=m_1$
buqbeaı	moldandu	$x_1=d_1$ is the uvula in the mouth of $x_2=m_2$.
buqtıe	molgai	$g_1$ is a muzzle on $m_2$
buqgao	molgapru	$g_1$ is the palate of $m_2$.
buqchueq	molmarxa	$x_1$ chews, masticates $x_2$
buqlıakuoq	molmlabo'u	$b_1$ is a/the cheekbone/malar bone/zygomatic bone (os parietale) performing function $b_2$ in body of $b_3$.
buqnueq	molre'u	$x_{1}$ is a meat with has mouth $x_{2}$. (a bit too unspecific).
buqleu	molylitki	$x_1$ is saliva of organism $x_2$
ko'ıq	momkai	$x_1$ is the $x_2$-th member of set $x_3$ ordered by rule $x_4$
konhe	momlai	$x_1$ is the $x_2$nd member of set $x_3$ ordered by rule $x_4$ .
kosoq	momrai	$x_1=traji_1=moi_1$ is the $x_2=moi^{(-1)}$th (li) most extreme member of set/range $x_5=traji_4=moi_2$ (set; possibly ordered) in property/ordered according to measure of property $x_3=traji_2 \sim moi_3$ (ka) measuring from the $x_4 = traji_3$-est/utmost (ka; default: ka zmadu) member, which/who has a similar ordinality count of $x_6$ (li) in the same set by the same ordering.
guoteıkopı	monfu'i	$f_1$ is an emulation/imitation of $f_2$ in medium $f_3$, emulated by method $f_4$ and exhibiting pattern $m_1$.
guoteıkopıtua	monfu'igau	$x_1=g_1$ (agent) emulates $x_3=f_2$ resulting in emulation/imitation $x_2=f_1$ in medium $x_4=f_3$ by method $x_5=f_4$ exhibiting pattern $x_6=m_1$.
mıeqbeoq	mrecmu	$x1$ is a standard of $x2$ ($x2$ can be anything used for measurement or comparison)
mıeqzıu	mrena'u	$n_1$ is a real number.
dıeqpoq	mripre	$x_1$ is a postal-worker/postman/mailman for carrier network/system $x_2$
dıeqmekao	mriste	$l_1$ is a mailing list with subscribers/recipients $l_2=m_3$.
muoqsho	mrobi'o	$b_1$ dies under conditions $b_3$.
muoqchuqshuao	mrocticpi	$cip_1=cit_1$ is a vulture of species $cip_2$.
muoqmeo	mrodri	$b_1$ mourns/grieves over the death of $m_1$ 
muoqdueq	mrofoi	$f_1$ is a cemetery/graveyard/burial ground for dead person(s)/animal(s) $m_1$.
muoqdeq	mroka'e	$m_1=k_1$ is mortal/capable of dying under conditions $k_3$.
muoqjeoq	mroke'a	$k_1$ is a grave in ground $k_2$ for $m_1$.
muoqmajı	mromakfa	$x_1=m_1$ is death magic/necromancy as observed by $x_2=m_2$, performed by person/force/deity $x_3=m_3$.
muoqbuseo	mronalspe	$x1$=$s1$ is widowed from $x2$=$m1$=$s2$ by law/convention $x3$=$s3$
muoqca	mrori'a	$x_1$ is the cause of $x_2$'s death under conditions $x_3$; $x_1$ kills $x_2$.
muoqseo	mrospe	$x_1=s_1$ is widowed from $x_2=m_1=s_2$ by law/convention $x_3=s_3$
muoqrıaq	mrostu	$s_1$ is the grave/tomb of $m_1=s_2$.
muoqheq	mrovau	$v_1$ is a coffin containing $v_2=m_1$.
muoqtuaı	mroxadni	$x_1$ is the corpse / dead body of $x_2$
jıaqsıaodıu	mu'erkraske	$x_1$ is cosmology (in astronomy) based on methodology $x_2$
jıaqpaq	mu'erpau	$x_1=p_1$ is a level / world / mini-world / map / world-part / universe, of universe $x_2=p_2=m_1$, with domain / sphere $x_3=m_2$ (for $x_1$) characterized by / defined by rules $x_4=m_3$ (for $x_1$), with parent universe of domain / sphere $x_5$ (for $x_2$) characterized by / defined by rules $x_6$ (for $x_2$)).
jıaqdıu	mu'eske	$s_1$ is cosmology based on methodology $s_3$.
jıaqcue	mu'etru	$t_1$ is a lord of universe $t_2=m_1$.
sokumnhe	muclai	$k_1$ is $k_2$ (quantifier, default: one) spoonfuls/scoopfuls in quantity.
muaosaıgoeq	mudbi'u	$b_1=m_1$ is a wooden wall/fence separating $b_2$ and $b_3$ (unordered) of/in structure $b_4$ made out of tree of type $m_2$
muaosaıgam	mudbli	$x_1$ is a block of wood $x_2$ with surfaces $x_3$.
muaosaıbeaq	mudga'a	$g_1=m_1$ is a wooden stick/pole/staff/cane made from tree(s) of type/species $m_2$.
muaosaıbeaqrudashıgoeqsaı	mudgranyjvepexybi'urmai	$x_1$ is a quantity of/contains/is made of wattle and daub (woven sticks covered with a plaster-like substance).
muaosaıpuefuq	mudycutci	$c_1$ is a wooden shoe for covering/protecting [feet] $c_2$, and is of [wooden] material $c_3=t_1$.
muaosaıchaq	mudydei	$x_1$ is Thursday of week $x_2$ on calendar $x_3$.
muaosaıloe	mudyfagri	$f_1$ is a wood fire burning in/reacting with oxidizer $f_3$.
muaosaıtoepoq	mudyka'apre	$p_1$ is a woodcutter/lumberjack using tool $k_1$ to cut trees of species $m_2$.
muaosaıpuo	mudypu'o	$p_1=m_1$ is sawdust of wood type $p_2=m_2$.
muaosaınıu	mudyspa	$s_1$ is a woody plant/(gnetophyta) of species/strain/cultivar $s_2=m_2$ producing wood $m_1$.
muaosaınıudıu	mudyspaske	$s_1$ is dendrology/xylology about woody plant(s) $m_2=s_1=s_2$.
muaosaıgoaqchuo	mudyxultci	$t_1$ is an adze
jıaqgueqkıao	mujybukyvro	$v_1$ is a wormhole (physics)
jıaqjıoq	mujykanji	$x_1$ simulates world $x_2$.
muosho	mulbi'o	$x_1$ is completed in property $x_2$ according to standard $x_3$
muonaı	mulcabna	$x_1$ (event) is after $x_2$ (event) concludes. $x_1$ is in the future when $x_2$ finishes
muofao	mulfa'o	$f_1$ is the end/finish/completion of completed thing/process $f_2=m_1$.
muofaq	mulfau	$x_1$ (event) completes / reaches its completion
muome	mulgri	$g_1=m_1$ is a complete set showing common property (ka) $g_2$, complete by standard $m_3$.
muome	mulgunma	$g_1=m_1$ is a mass/team/aggregate/whole, together composed solely/completely/wholly of components x2, considered jointly, by standard $m_3$.
muojuı	muljbi	$x_1$ is almost/nearly done/complete/finished/whole in property $x_2$ by standard $x_3$.
muosı	mulju'i	$x_1$ concentrates on $x_2$.
muofa	mulkla	$k_1=m_1$ arrives at $k_2$ from $k_3$ via route $k_4$ by means $k_5$.
muozıutoaı	mulna'usle	$s_1=mn_1$ is an indivisible / prime number in integer domain $s_2$.
muosıahuaq	mulnonmau	$x_1$ is a positive integer
muoreu	mulpi'i	$p_1$ is the integer result of multiplying integer $p_2$ by integer $p_3$.
muotoaıchumıe	mulslemijyji'e	$x_1$ is a eukaryote of species $x_2$.
muochıa	multcu	$x_1=n_1=m_1$ is to-do / needs completion in property $x_2=n_2=m_2$ by judge / standard $x_4=m_3$ for purpose / state $x_5=n_3$; $x_1$ is TODO.
fegıenuq	mumbircurnu	$x_1$ is a starfish of species $x_2$.
fechaq	mumdei	$x_1$ is a Friday of week $x_2$ in calendar $x_3$.
fepıanete	mumplini	$p_1$ is the fifth closest planet (default is Jupiter if p2 is the Sun) revolving around $p_2$ (default is the Sun), with planetary characteristics $p_3$, orbital parameters $p_4$.
feseum	mumvanci	$x_1$ is a Friday evening of week $x_2$ in calendar $x_3$.
fetoaroaıgıu	mumvlabivli'i	$x_1$ is wuyan lüshi with tone pattern $x_2$, rhyming at locus $x_3$.
fetoajogıu	mumvlavonli'i	$x_1$ is wuyan jueju with tone pattern $x_2$, rhyming at locus $x_3$.
fekojoaq	mumymoija'a	$j_1$ has the rank of Colonel/Captain/Group Captain  (equivalent of NATO OF-5) in military unit /organization $j_2$.
fekomuqcheı	mumymoixandegji	$xa_1=d_1$ is the little finger of hand $xa_2=d_2$ attached to body $d_3$.
fekocheı	mumymomdegji	$m_1=d_1$ is the little finger/toe/digit of $d_2$.
muanua	mupcpa	$c_1$ takes a sample of $c_2=m_2$ from source/set $c_3=m_3$.
rıaobusuo	mursynalcando	$c_1$ is crepuscular/active during the twilight/dawn/dusk $m_1$.
gıambeaı	muvdandu	$x1=m1=d1$ swings on $x2=d2$ towards $x3=m2$ from $x4=m3$
gıamtua	muvgau	$g_1$ moves $m_1$ to destination $m_2$ from origin $m_3$ over path/route $m_4$.
gıamcıa	muvycau	$x_1$ is motionless
gıamfurıbeaı	muvyslidandu	$x1=m1=s1=d1$ swings from $x2=d2$ between $x3=m2$ and $x4=m3$
gıamsuaı	muvysutra	$x_1$ is quick to move to destination $x_2$ away from origin $x_3$ over path/route $x_4$
gıamchuobeaq	muvytciga'a	$g_1=t_1$ is a joystick for steering/manoeuvring object/vehicle $m_1=t_2$ of material $g_2$.
gıamchuosıoq	muvytcixi'u	$x_1=t_1$ is a steering wheel for steering/manoeuvring object/vehicle $m_1=t_2$, made of materials/having properties $x_3$.
gıamtı	muvzva	$x_1$ wanders within an area $x_2$.
nıaqfuedaqchıu	na'arctodetri	$x_1$ (number) is the century notation of the date of event/state $x_2$, in system $x_3$.
nıaqchaqdaqchıu	na'ardeidetri	$x_1$ (number) is the date/day notation of the year of event/state $x_2$, in system $x_3$.
nıaqdaqchıu	na'ardetri	$x_1$ (number) is the year notation of the date of event/state $x_2$, in system $x_3$.
nıaqjoadaqchıu	na'arjefydetri	$x_1$ (number) is the week notation of the year of event/state $x_2$, in system $x_3$.
nıaqsıu	na'asmi	$x_1$ is of the same/similar age as $x_2$
nıaqhuaq	na'azma	$x_1$ is older than $x_2$ by  $x_3$ (li) years
shoaıshoı	na'icmo	 $c_1=n_2$ chirps/makes sound/stridulates $c_2$ rubbing/chafing together wings [body-part] $n_1$ expressing $c_3$ (property)
shoaınuı'aıpı	na'ircmacrida	$cr_1$ is a pixie [tiny, winged mythical humanoid] of mythos/religion $cr_2$
shoaıpoaı	na'itsi	$x_1$ is a samara of $x_2$ for producing offspring $x_3$.
zıujuı	na'ujbi	$x_1$ is approximately equal to $x_2$.
zıutoa	na'uvla	$x_1$ is the word with stands for the number $x_2$ in language $x_3$
namloqkea	nabglaca'a	$x_1$ is a toaster
namnhoq	nabysko	$x_1$ is a quantity of noodles.
namtoaı	nabysle	$x1=s1$ is a crumb of bread $x2=n1$ from grain $x3=n2$
namhea	nabyspi	$s_1$ is a crumb of bread $n_1$ made from grains $n_2$.
zıugaı	nacfa'i	$x_1=f_1$ mathematically(/experimentally?) finds/solves for the value of $x_2=f_2$
zıu'ıq	nackai	$c_1$ is characterized by numbers; $c_1$ is digital.
zıuchua	nacme'e	$x_1=n_1=c_1$ is a numerical identifier of $x_2=c_2$, used by $x_3=c_3$.
zıukuoısoq	nacmecrai	$x_1$ (number) is the least element/minimum of the set (of numbers) $x_2$ under (partial) ordering $x_3$
zıulıaq	nacmei	$x_1$ is a vector of dimension $x_2$ with coordinates $x_3$, $x_4$, $x_5$, ...
zıulıaqlıaq	nacmeimei	$x_1$ is an $x_2$ by $x_3$ vector array/matrix of vectors $x_4$, $x_5$, $x_6$...
zıuchuechoa	nacpoiba'u	$b_1$ counts numbers $n_1=p_1$ out aloud.
zıuteoq	nacrei	$p_1$ is a question about a number, asked by $p_3$ to $p_4$.
zıutoachue	nacyvlapoi	$x_1$ (quoted text) is the text that stands for the number $x_2$ in language $x_3$
zıuhuaqsoq	nacyzmarai	$x_1$ (number) is the greatest element/maximum of the set (of numbers) $x_2$ under (partial) ordering $x_3$
naraq'aka	najgenja	$g_1$ is a carrot of variety $g_2$.
naraqtoraqshuao	najycutcpi	$ci_1=cu_2$ is an American robin of variety $ci_2$
naraqpuruq	najysmela	$x_1$ is a peach [fruit] of species/variety $x_2$
naqjıao	nakcei	$c_1$ is a god (specifically, male deity) of people(s)/religion $c_2$ with dominion over $c_3$ [sphere].
naqseje	nakcinse	$c_1$ is androphilous [sexually attracted to men] in situation $c_2$ by standard $c_4$.
naqtuao	nakmli	$n_1=m_1$ is a demiboy.
naqnaqseje	naknakcinse	$c_1=f_1$ is male and androphilous/gay/bisexual in situation $c_2$ by standard $c_4$
naqbuseo	naknalspe	$f_1=n_1$ is an unmarried man under law/custom/tradition $s_3$.
naqpeso	nakpinji	$p_1$ is a/the penis of $p_2=n_1$.
naqsıulıqsıo	naksmifetsi'o	$si_1$ is feminism, the idea that females and males are alike in quality $sm_3$, as thought by $si_2$.
naqguobe	nakybakni	$b_1=n_1$ is a bull of species/breed $b_2$.
bukıoqsho	nalbolbi'o	$bi_1$ unrolls under condition $bi_3$.
busaomeaq	nalbrablo	$ba_{1}$=$bl_{1}$ is a non-big boat for carrying $bl_{2}$, propelled by $bl_{3}$, in property/dimension(s) $ba_{3}$ (ka) as compared with standard/norm $ba_{3}$.
bubuotao	nalbrezu'e	$x_1$ improvises $x_2$ (ka) for purpose/goal/to end $x_3$
bujıaodua	nalceiju'o	$d1$ does not know if a god(s) exist; d1 is agnostic.
bujıaochı	nalceikri	$k_1$ is an atheist.
busıgı	nalci'i	$x_1$ is uninteresting to $x_2$.
bunıo	nalci'o	$x_1$ is senior/older/other than young by standard $x_2$.
bunıodeto	nalci'otarbi	$t_1=c_1$ is a fetus with mother $t_2$ and father $t_3$.
bujoe	nalcre	$c_1$ is lay (non-professional) in event/activity $c_2$ by standard $c_3$.
buchuq	nalcti	$c_1$ abstains from eating $c_2$; $c_1$ fasts.
shoaıchom	nalcycinki	$x_1$ is a winged or once-winged insect
bushao	naldjica	$x_{1}$ does not want/desire $x_{2}$ (event/state) for purpose $x_{3}$.
budue	naldra	$x_1$ is incorrect/not right in property/aspect $x_2$ (ka) in situation $x_3$
bufaq	nalfau	$x_1$ (event) is an event that doesn't happen/occur/take place
buguaıchaq	nalgundei	$x_1=d_1$ is a period of $x_2=d_2$ non-working days/vacation days/holidays for worker $x_3=g_1$ at job $x_4=g_2$
busı	nalju'i	$x_1$ is inattentive towards/distracted/inadvertent of object/affair $x_2$.
busıluaq	nalju'ikei	$x_1$ fidgets with $x_2$.
budua	nalju'o	$d1$ does not knows fact(s) $d2$ (du'u) about subject $d3$ by epistemology $d4$
busı	naljundi	$j_1$ is inattentive towards/distracted from object/affair $j_2$.
budeq	nalka'e	$k1$ is unable to do/be/uncapable of doing/being (event/state) $k2$ under conditions $k3$ (event/state)
bukafeseaokafe	nalkafxumckafi	$c_1=x_1$ is a quantity of decaffinated coffee/coffee [beverage] without caffeine.
bukuoı	nalme'a	$m_1$ is not less than/more than or equal to $m_2$ in property/quantity $m_3$ (ka/ni) by amount $m_4$ 
bude	nalmle	$m_{1}$ is ugly to $m_{2}$ in aspect $m_{3}$ (ka) by aesthetic standard $m_{4}$.
bumoaq	nalmo'i	$m_1$ forgets fact/memory $m_2$ about subject $m_3$.
bumuo	nalmu'o	$x_1$ is incomplete/unfinished in property $x_2$ by standard $x_3$ .
buzıu	nalna'u	$n_1$ is not a number
bulıqranaq	nalnimjavnau	$x_1$ is a human who is neither a woman nor a man.
buchıo	nalrapli	$x_1$ does not repeat/reoccur/recur; $x_1$ only happens once.
bunueqchuq	nalre'ucti	$c_1$ does not eat meat $c_2=r_1$; $c_1$ is a (lacto-ovo-)vegetarian.
bugureuzıu	nalrelpi'irna'u	$n_1$ (li) is an integer number that is not a multiple of two by an integer; $n_1$ is an odd number.
buguruoseje	nalreltracinse	$c_1=t_1$ in activity/state $c_2$ exhibits/performs/expresses non-binary gender $c_3=t_2$ (ka) by standard $c_4$.
bureqnıaı	nalremda'u	$x_1$ is a non-human animal of species/taxon $x_2$
burıtı	nalri'i	$r_1$ (NU) is casual, not formal/ceremonial.
busua	nalsa'u	$s_1$ is optional / not necessary for process $s_2$ under conditions $s_3$
busuarakukuqtea	nalsa'uslakyskute'a	$t_1=c_1$ is afraid of saying syllable(s) $c_2=sl_1$ of language $sl_2$ to $c_3$ via $c_4$ because they believe that saying them is not necessary for continuing state/process $sa_2$ under conditions $sa_3$
buchıaq	nalsanji	$x_1$ is unconscious/not aware of $x_2$ (object/abstract).
buseo	nalspe	$f_1=n_1$ is unmarried under law/custom/tradition $s_3$.
bushaı	nalsti	$s_1$ (agent) is relentless/unceasing in activity/process/state $s_2$.
bukeoımoe	nalta'acni	$c_1=t_1$ is withdrawn, feeling emotion $c_2$ about $c3=t_3$ from $t_2$.
butıoqtua	naltelgau	$x_1=g_1$ unlocks lock $x_2=g_2=s_1$, a lock / seal of / for sealing $x_3=s_2$ with/by locking mechanism $x_4=s_3$.
busuao	nalvai	$x_1$ (event/person) is unimportant/insignificant to $x_2$ (event/person) due to/in aspect $x_3$; $x_2$ doesn't care about $x_1$'s $x_3$-ness.
buceuguqshoem	nalvaxni'ajinru	$j_1=c_1=v_1$ (object/person) is free-diving beneath/below/under from $c_2$ (object/water surface) in frame of reference $c_3$, submerged in liquid $j_2$.
buceuguqshoempoq	nalvaxni'ajirpre	$p_1$ is a free-diver.
bugımıushoe	nalzaucru	$x_1$ tolerates $x_2$ (event) under conditions $x_3$
butı	nalzva	$x_1$ is absent from $x_2$.
namıheıga	nancindu	$x_1$ is a bluff oak (Quercus austrina) of species/strain $x_2$.
namı'afarı	nanfi'o	$x_{1}$ is an African with African aspect $x_{2}$.
namı'afarı'ıqlızu	nanfi'oglibau	$x_1$ is the South African English language used by $x_2$ to express/communicate $x_3$ (si'o/du'u, not quote).
namı'afarıgua	nanfi'ogu'e	$x_1$ is South Africa.
namıhore'afarılabı	nansicfi'ocinfo	$z_1=c_1$ is a southwest African/Katanga lion [Panthera leo bleyenberghi] of breed $c_2$.
namıhorenamınamı	nansicnansnanu	$x_1$ is south by west of $x_2$ in reference frame $x_3$.
namıhochu'afarılabı	nansunfi'ocinfo	$z_1=c_1$ is a southeast African/Transvaal lion [Panthera leo krugeri] of breed $c_2$.
namıhochuhochunamı	nansunsunsnanu	$x_1$ is southeast by east of $x_2$ in frame of reference $x_3$.
bubıaq	narbanzu	$x_1$ (event) is insufficient / is not a sufficient condition for $x_2$ to happen
bukeasuotua	narca'acadgau	$g_1$ (agent) turns device/apparatus $cab_1=can_1$ on.
bukeasuo	narca'acando	$cab_1=can_1$ (device/apparatus) is on / operational.
busuo	narcando	$x_{1}$ in motion/active.
budaı	narcu'i	$x_1$ (event/state/property) is impossible under condition $x_2$
bunıaıshuaqchoq	nardalprapli	$p_1$ is a (ethical) vegan, not using animal products $c_2$.
bushao	nardji	$x_1$ wants $x_2$ to not happen, for purpose $x_3$.
bushaorutua	nardjijevgau	$x_1$ (agent)'s action results in the unintended result $x_2$
bushaorutua	nardjijvegau	$x_1$ (agent)'s action results in the unintended result $x_2$
bufaq	narfau	$x_1$ (event) is an event that doesn't happen/occur/take place
bufaqbıaq	narfaubanzu	$x_1$ (event) is a sufficient condition for $x_2$ to not happen
